v2_declaration	decision	v3_declaration	rationale
github.com/floegence/floret/v2/runtime :: type ThreadInventoryCursor string	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type ThreadOverview struct	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ThreadOverview.Thread github.com/floegence/floret/v2/runtime.ThreadSnapshot tag="json:\"thread\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: field ThreadOverview.LatestTurn *github.com/floegence/floret/v2/runtime.ThreadTurnSnapshot tag="json:\"latest_turn,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method ThreadOverview.Validate func() error	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type ThreadPhase string	keep	github.com/floegence/floret/v3/runtime :: type ThreadPhase string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadPhase.Valid func() bool	keep	github.com/floegence/floret/v3/runtime :: method ThreadPhase.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadPhaseIdle github.com/floegence/floret/v2/runtime.ThreadPhase = "idle"	keep	github.com/floegence/floret/v3/runtime :: const ThreadPhaseIdle github.com/floegence/floret/v3/runtime.ThreadPhase = "idle"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadPhaseTurn github.com/floegence/floret/v2/runtime.ThreadPhase = "turn"	keep	github.com/floegence/floret/v3/runtime :: const ThreadPhaseTurn github.com/floegence/floret/v3/runtime.ThreadPhase = "turn"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadReader struct	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadOverview func(ctx context.Context) (github.com/floegence/floret/v2/runtime.ThreadOverview, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ListTurns func(ctx context.Context, request github.com/floegence/floret/v2/runtime.ThreadTurnsRequest) (github.com/floegence/floret/v2/runtime.ThreadTurnsPage, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ListDetailEvents func(ctx context.Context, request github.com/floegence/floret/v2/runtime.ThreadDetailRequest) (github.com/floegence/floret/v2/runtime.ThreadDetailEvents, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ListPendingToolTargets func(ctx context.Context) ([]github.com/floegence/floret/v2/runtime.PendingToolSettlementTarget, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadAgentTodos func(ctx context.Context) (github.com/floegence/floret/v2/runtime.ThreadAgentTodoState, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadContext func(ctx context.Context) (github.com/floegence/floret/v2/runtime.ThreadContextSnapshot, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadApprovalQueue func(ctx context.Context) (github.com/floegence/floret/v2/runtime.ApprovalQueue, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadProjection func(ctx context.Context, turnID github.com/floegence/floret/v2/runtime.TurnID, runID github.com/floegence/floret/v2/runtime.RunID) (github.com/floegence/floret/v2/runtime.ThreadTurnProjection, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadArtifact func(ctx context.Context, artifactID github.com/floegence/floret/v2/runtime.ArtifactID) (github.com/floegence/floret/v2/runtime.ArtifactContent, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.Read func(ctx context.Context) (github.com/floegence/floret/v2/runtime.ThreadSnapshot, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadReader.ReadTurn func(ctx context.Context, turnID github.com/floegence/floret/v2/runtime.TurnID) (github.com/floegence/floret/v2/runtime.ThreadTurnSnapshot, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type ThreadSnapshot struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadSnapshot struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.ID github.com/floegence/floret/v2/runtime.ThreadID tag="json:\"id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.ID github.com/floegence/floret/v3/identity.ThreadID tag="json:\"id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.Title string tag="json:\"title,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.Title string tag="json:\"title,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.TitleStatus github.com/floegence/floret/v2/runtime.ThreadTitleStatus tag="json:\"title_status,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.TitleStatus github.com/floegence/floret/v3/runtime.ThreadTitleStatus tag="json:\"title_status,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.TitleSource github.com/floegence/floret/v2/runtime.ThreadTitleSource tag="json:\"title_source,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.TitleSource github.com/floegence/floret/v3/runtime.ThreadTitleSource tag="json:\"title_source,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.TitleUpdatedAt time.Time tag="json:\"title_updated_at,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.TitleUpdatedAt time.Time tag="json:\"title_updated_at,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.TitleError string tag="json:\"title_error,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.TitleError string tag="json:\"title_error,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.TitleGeneration int64 tag="json:\"title_generation,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.TitleGeneration int64 tag="json:\"title_generation,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.CreatedAt time.Time tag="json:\"created_at\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.CreatedAt time.Time tag="json:\"created_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.UpdatedAt time.Time tag="json:\"updated_at\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.UpdatedAt time.Time tag="json:\"updated_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.Phase github.com/floegence/floret/v2/runtime.ThreadPhase tag="json:\"phase\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.Phase github.com/floegence/floret/v3/runtime.ThreadPhase tag="json:\"phase\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.Status github.com/floegence/floret/v2/runtime.ThreadStatus tag="json:\"status\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.Status github.com/floegence/floret/v3/runtime.ThreadStatus tag="json:\"status\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.LatestTurnID github.com/floegence/floret/v2/runtime.TurnID tag="json:\"latest_turn_id,omitempty\""	move	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.LatestTurnID github.com/floegence/floret/v3/identity.TurnID tag="json:\"latest_turn_id,omitempty\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.LatestRunID github.com/floegence/floret/v2/runtime.RunID tag="json:\"latest_run_id,omitempty\""	move	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.LatestRunID github.com/floegence/floret/v3/identity.RunID tag="json:\"latest_run_id,omitempty\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.ThroughOrdinal int64 tag="json:\"through_ordinal\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.ThroughOrdinal int64 tag="json:\"through_ordinal\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.WaitingPrompt string tag="json:\"waiting_prompt,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.WaitingPrompt string tag="json:\"waiting_prompt,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.Recoverable bool tag="json:\"recoverable\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.Recoverable bool tag="json:\"recoverable\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.CanAppendMessage bool tag="json:\"can_append_message\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.CanAppendMessage bool tag="json:\"can_append_message\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSnapshot.CanRetry bool tag="json:\"can_retry\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSnapshot.CanRetry bool tag="json:\"can_retry\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadSnapshot.Validate func() error	keep	github.com/floegence/floret/v3/runtime :: method ThreadSnapshot.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadStatus string	keep	github.com/floegence/floret/v3/runtime :: type ThreadStatus string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadStatus.Valid func() bool	keep	github.com/floegence/floret/v3/runtime :: method ThreadStatus.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusCancelled github.com/floegence/floret/v2/runtime.ThreadStatus = "cancelled"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusCancelled github.com/floegence/floret/v3/runtime.ThreadStatus = "cancelled"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusCompleted github.com/floegence/floret/v2/runtime.ThreadStatus = "completed"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusCompleted github.com/floegence/floret/v3/runtime.ThreadStatus = "completed"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusFailed github.com/floegence/floret/v2/runtime.ThreadStatus = "failed"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusFailed github.com/floegence/floret/v3/runtime.ThreadStatus = "failed"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusIdle github.com/floegence/floret/v2/runtime.ThreadStatus = "idle"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusIdle github.com/floegence/floret/v3/runtime.ThreadStatus = "idle"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusInterrupted github.com/floegence/floret/v2/runtime.ThreadStatus = "interrupted"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusInterrupted github.com/floegence/floret/v3/runtime.ThreadStatus = "interrupted"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusRunning github.com/floegence/floret/v2/runtime.ThreadStatus = "running"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusRunning github.com/floegence/floret/v3/runtime.ThreadStatus = "running"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadStatusWaiting github.com/floegence/floret/v2/runtime.ThreadStatus = "waiting"	keep	github.com/floegence/floret/v3/runtime :: const ThreadStatusWaiting github.com/floegence/floret/v3/runtime.ThreadStatus = "waiting"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadSummary struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadSummary struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.ID github.com/floegence/floret/v2/runtime.ThreadID tag="json:\"id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadSummary.ID github.com/floegence/floret/v3/identity.ThreadID tag="json:\"id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadSummary.Title string tag="json:\"title,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.Title string tag="json:\"title,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.TitleStatus github.com/floegence/floret/v2/runtime.ThreadTitleStatus tag="json:\"title_status,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.TitleStatus github.com/floegence/floret/v3/runtime.ThreadTitleStatus tag="json:\"title_status,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.TitleSource github.com/floegence/floret/v2/runtime.ThreadTitleSource tag="json:\"title_source,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.TitleSource github.com/floegence/floret/v3/runtime.ThreadTitleSource tag="json:\"title_source,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.TitleUpdatedAt time.Time tag="json:\"title_updated_at,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.TitleUpdatedAt time.Time tag="json:\"title_updated_at,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.TitleError string tag="json:\"title_error,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.TitleError string tag="json:\"title_error,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.TitleGeneration int64 tag="json:\"title_generation,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.TitleGeneration int64 tag="json:\"title_generation,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.CreatedAt time.Time tag="json:\"created_at\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.CreatedAt time.Time tag="json:\"created_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.UpdatedAt time.Time tag="json:\"updated_at\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.UpdatedAt time.Time tag="json:\"updated_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.Phase github.com/floegence/floret/v2/runtime.ThreadPhase tag="json:\"phase\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.Phase github.com/floegence/floret/v3/runtime.ThreadPhase tag="json:\"phase\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.Status github.com/floegence/floret/v2/runtime.ThreadStatus tag="json:\"status\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.Status github.com/floegence/floret/v3/runtime.ThreadStatus tag="json:\"status\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.LatestTurnID github.com/floegence/floret/v2/runtime.TurnID tag="json:\"latest_turn_id,omitempty\""	move	github.com/floegence/floret/v3/runtime :: field ThreadSummary.LatestTurnID github.com/floegence/floret/v3/identity.TurnID tag="json:\"latest_turn_id,omitempty\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadSummary.WaitingPrompt string tag="json:\"waiting_prompt,omitempty\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.WaitingPrompt string tag="json:\"waiting_prompt,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.Recoverable bool tag="json:\"recoverable\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.Recoverable bool tag="json:\"recoverable\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.CanAppendMessage bool tag="json:\"can_append_message\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.CanAppendMessage bool tag="json:\"can_append_message\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadSummary.CanRetry bool tag="json:\"can_retry\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadSummary.CanRetry bool tag="json:\"can_retry\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadSummary.Validate func() error	keep	github.com/floegence/floret/v3/runtime :: method ThreadSummary.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTitleEditor struct	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: method *ThreadTitleEditor.Set func(ctx context.Context, title string) (github.com/floegence/floret/v2/runtime.ThreadSnapshot, error)	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/runtime :: type ThreadTitleMode string	keep	github.com/floegence/floret/v3/runtime :: type ThreadTitleMode string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleModeHostOwned github.com/floegence/floret/v2/runtime.ThreadTitleMode = "host_owned"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleModeHostOwned github.com/floegence/floret/v3/runtime.ThreadTitleMode = "host_owned"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleModeProvider github.com/floegence/floret/v2/runtime.ThreadTitleMode = "provider"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleModeProvider github.com/floegence/floret/v3/runtime.ThreadTitleMode = "provider"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTitleSource string	keep	github.com/floegence/floret/v3/runtime :: type ThreadTitleSource string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadTitleSource.Valid func() bool	keep	github.com/floegence/floret/v3/runtime :: method ThreadTitleSource.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleSourceHost github.com/floegence/floret/v2/runtime.ThreadTitleSource = "host"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleSourceHost github.com/floegence/floret/v3/runtime.ThreadTitleSource = "host"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleSourceProvider github.com/floegence/floret/v2/runtime.ThreadTitleSource = "provider"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleSourceProvider github.com/floegence/floret/v3/runtime.ThreadTitleSource = "provider"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleSourceUnset github.com/floegence/floret/v2/runtime.ThreadTitleSource = ""	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleSourceUnset github.com/floegence/floret/v3/runtime.ThreadTitleSource = ""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTitleStatus string	keep	github.com/floegence/floret/v3/runtime :: type ThreadTitleStatus string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadTitleStatus.Valid func() bool	keep	github.com/floegence/floret/v3/runtime :: method ThreadTitleStatus.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleStatusFailed github.com/floegence/floret/v2/runtime.ThreadTitleStatus = "failed"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleStatusFailed github.com/floegence/floret/v3/runtime.ThreadTitleStatus = "failed"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleStatusPending github.com/floegence/floret/v2/runtime.ThreadTitleStatus = "pending"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleStatusPending github.com/floegence/floret/v3/runtime.ThreadTitleStatus = "pending"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleStatusReady github.com/floegence/floret/v2/runtime.ThreadTitleStatus = "ready"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleStatusReady github.com/floegence/floret/v3/runtime.ThreadTitleStatus = "ready"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTitleStatusUnset github.com/floegence/floret/v2/runtime.ThreadTitleStatus = ""	keep	github.com/floegence/floret/v3/runtime :: const ThreadTitleStatusUnset github.com/floegence/floret/v3/runtime.ThreadTitleStatus = ""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnCursor string	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnCursor string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnFailure struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnFailure struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnFailure.Code github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode tag="json:\"code\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnFailure.Code github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode tag="json:\"code\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnFailure.Message string tag="json:\"message\""	keep	github.com/floegence/floret/v3/runtime :: field ThreadTurnFailure.Message string tag="json:\"message\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadTurnFailure.Validate func() error	keep	github.com/floegence/floret/v3/runtime :: method ThreadTurnFailure.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureAuthorizationContract github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "authorization_contract"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureAuthorizationContract github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "authorization_contract"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureAuthorizationUnavailable github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "authorization_unavailable"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureAuthorizationUnavailable github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "authorization_unavailable"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureCancelled github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "cancelled"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureCancelled github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "cancelled"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnFailureCode string	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnFailureCode string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: method ThreadTurnFailureCode.Valid func() bool	keep	github.com/floegence/floret/v3/runtime :: method ThreadTurnFailureCode.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureEffectOutcomeUnknown github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "effect_outcome_unknown"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureEffectOutcomeUnknown github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "effect_outcome_unknown"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureEngineContract github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "engine_contract"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureEngineContract github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "engine_contract"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureInterrupted github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "interrupted"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureInterrupted github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "interrupted"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureLegacyUnclassified github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "legacy_unclassified"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureLegacyUnclassified github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "legacy_unclassified"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureProvider github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "provider"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureProvider github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "provider"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureStorage github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "storage"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureStorage github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "storage"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: const ThreadTurnFailureToolDispatch github.com/floegence/floret/v2/runtime.ThreadTurnFailureCode = "tool_dispatch"	keep	github.com/floegence/floret/v3/runtime :: const ThreadTurnFailureToolDispatch github.com/floegence/floret/v3/runtime.ThreadTurnFailureCode = "tool_dispatch"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: type ThreadTurnProjection struct	keep	github.com/floegence/floret/v3/runtime :: type ThreadTurnProjection struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.ThreadID github.com/floegence/floret/v2/runtime.ThreadID tag="json:\"thread_id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.ThreadID github.com/floegence/floret/v3/identity.ThreadID tag="json:\"thread_id\""	use the canonical identity package without string degradation or cross-identity inference
github.com/floegence/floret/v2/runtime :: field ThreadTurnProjection.TurnID github.com/floegence/floret/v2/runtime.TurnID tag="json:\"turn_id\""	move	github.com/floegence/floret/v3/runtime :: field ThreadTurnProjection.TurnID github.com/floegence/floret/v3/identity.TurnID tag="json:\"turn_id\""	use the canonical identity package without string degradation or cross-identity inference
